business_id,name,schools,open,category,subcategory,is_vegetarian,review_count,stars,neighborhoods,url,photo_url,city,state,latitude,longitude,is_popular
ckJavT6MguqzFYTWBzG59g,Pizza Hut,University of Maryland - College Park,yes,Restaurant,Italian,no,5,2,University of Maryland - College Park,http://www.yelp.com/biz/pizza-hut-hyattsville-4,http://s3-media2.ak.yelpcdn.com/bphoto/mZfTkxFUbGBsNhkGdQul5A/ms.jpg,Hyattsville,MD,38.968294,-76.984057,0
Ckjlcv3mOPnCosSEPb4tmg,La Taquiza No 2,University of Southern California,yes,Restaurant,Mexican,no,298,4,South Los Angeles,http://www.yelp.com/biz/la-taquiza-no-2-los-angeles,http://s3-media2.ak.yelpcdn.com/bphoto/_LOzZU7EcZ5nEcC4Tz0l6g/ms.jpg,Los Angeles,CA,34.0250241,-118.278015,0
ckOsM8v2H5jDgGPaSg6Qaw,Pacific Grill,Georgia Institute of Technology,yes,Restaurant,American,no,4,4,Midtown,http://www.yelp.com/biz/pacific-grill-atlanta,http://s3-media1.ak.yelpcdn.com/bphoto/kfRmHjM3LtomKgw0lWt2GQ/ms.jpg,Atlanta,GA,33.7733364,-84.3865318,0
CKqHfvcqx73-Uz0xGMHL6Q,Wingin Out,University of Illinois - Urbana-Champaign,yes,Diners,American,no,7,2.5,University of Illinois - Urbana-Champaign,http://www.yelp.com/biz/wingin-out-champaign,http://s3-media2.ak.yelpcdn.com/bphoto/Ce0PPzwl1HmYj1urhCfTSw/ms.jpg,Champaign,IL,40.110039,-88.2351429,1
CKtfGOtPkLnZASAPw-iXQg,Cafe Mims,Georgia Institute of Technology,yes,Caf�,Beverages,no,5,3,Midtown,http://www.yelp.com/biz/cafe-mims-atlanta,http://s3-media4.ak.yelpcdn.com/bphoto/blPO3S3z-vtRML2lSkMd9g/ms.jpg,Atlanta,GA,33.772599,-84.384439,1
cKU-vVsl7f1bKA1T44HlBw,Hot Slices,University of Texas - Austin,no,Restaurant,Italian,no,44,4,University of Texas,http://www.yelp.com/biz/hot-slices-austin,http://s3-media3.ak.yelpcdn.com/bphoto/Z-BhjqeNb14eQ4PeF9X3BQ/ms.jpg,Austin,TX,30.2898471,-97.7415213,1
ckUul-Sm2wbHlAEJ9_RTPg,Coldstone Creamery,California Institute of Technology,yes,Patisserie,Dessert,no,7,1.5,Pasadena,http://www.yelp.com/biz/coldstone-creamery-pasadena,http://s3-media3.ak.yelpcdn.com/bphoto/YTDcn7e8T-F0suB24teMfA/ms.jpg,Pasadena,CA,34.1390627,-118.1323893,0
CkZ4EyE9bpS1Wl9zejMHfQ,Yali's Stanley Hall Cafe,University of California at Berkeley,yes,Cafes,Beverages,no,69,3,UC Campus Area,http://www.yelp.com/biz/yalis-stanley-hall-cafe-berkeley,http://s3-media4.ak.yelpcdn.com/bphoto/dXHLYCHvqcrdw_dXplDAqg/ms.jpg,Berkeley,CA,37.87380325,-122.2565997,0
cL1nURym0sjqCnoaEXG0yw,Little Bites and More,Rensselaer Polytechnic Institute,yes,Restaurant,Italian,no,5,3.5,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/little-bites-and-more-latham,http://s3-media4.ak.yelpcdn.com/bphoto/OCicE0bYYvlz8E4xDC6sjA/ms.jpg,Latham,NY,42.7468616,-73.7582391,0
Cl9eNsG77yDH93hzmwD5gA,Taste Of India Suvai,University of Michigan - Ann Arbor,yes,Restaurant,Indian,no,39,4,Downtown Ann Arbor,http://www.yelp.com/biz/taste-of-india-suvai-ann-arbor,http://s3-media1.ak.yelpcdn.com/bphoto/orlWN4bbZBwr7UbQT6nopg/ms.jpg,Ann Arbor,MI,42.2793054,-83.7408207,1
CLfX-_6CngIOjJslhNkTCA,Mill's Tavern,Brown University,yes,Steakhouses,Seafood,no,68,4,College Hill,http://www.yelp.com/biz/mills-tavern-providence,http://s3-media1.ak.yelpcdn.com/bphoto/9bHF6yrE8CtHnoC_8ia-Uw/ms.jpg,Providence,RI,41.8280065,-71.4092338,0
CLnsQyp0ndsCDFoKgrQs9g,Finger Lakes Flat Bread,Cornell University,no,Patisserie,Bakeries,no,2,5,Cornell University,http://www.yelp.com/biz/finger-lakes-flat-bread-ithaca,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Ithaca,NY,42.440637,-76.4752759,1
clXIGAlc9gwsSPp-1Iyihw,BeanTowne Coffee House,Massachusetts Institute of Technology,yes,Delis,American,no,57,3.5,Kendall Square/MIT,http://www.yelp.com/biz/beantowne-coffee-house-cambridge-2,http://s3-media1.ak.yelpcdn.com/bphoto/phqVlXhf3fm2ra0uT3G9qg/ms.jpg,Cambridge,MA,42.3674546,-71.0899979,1
clZwU08PP95oRxc-UrKhFA,Artistry,Georgia Institute of Technology,no,Restaurant,American,no,17,2.5,Midtown,http://www.yelp.com/biz/artistry-atlanta,http://s3-media3.ak.yelpcdn.com/bphoto/70Smt4-ybUZzA9MpGvWQCw/ms.jpg,Atlanta,GA,33.7804741,-84.3843135,1
cmaPrML-0zCJOs8_1VYmaw,Razzy Fresh,Carnegie Mellon University,yes,Patisserie,Dessert,no,5,5,Oakland,http://www.yelp.com/biz/razzy-fresh-pittsburgh-3,http://s3-media3.ak.yelpcdn.com/bphoto/cCNSKd3An5j_fJE5UOkpnA/ms.jpg,Pittsburgh,PA,40.440557,-79.9585357,1
Cmim8IrcxWZdJ6SN6CDSAw,Boston Beanery,Virginia Tech,no,Restaurant,American,no,3,3,Virginia Tech,http://www.yelp.com/biz/boston-beanery-blacksburg,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Blacksburg,VA,37.2329647,-80.4215769,0
cmIQVNic6bUsJza-YkHM_Q,Casablanca Food Cart,University of Pennsylvania,yes,Food Stand,American,no,2,2.5,University City,http://www.yelp.com/biz/casablanca-food-cart-philadelphia,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Philadelphia,PA,39.9517275,-75.2029214,1
cmSitZToYyfno-i08WqC6A,Starbucks,University of Washington,yes,Cafes,Beverages,no,10,3.5,University District,http://www.yelp.com/biz/starbucks-seattle-110,http://s3-media1.ak.yelpcdn.com/bphoto/6t200wlf4hYtW818DZSZnQ/ms.jpg,Seattle,WA,47.6644067,-122.3009098,1
cMtGPZcLr519RCRaTNMNWw,Thano's Lamplighter,University of Michigan - Ann Arbor,no,Restaurant,Italian,no,4,4,Downtown Ann Arbor,http://www.yelp.com/biz/thanos-lamplighter-ann-arbor,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Ann Arbor,MI,42.2794201,-83.7432374,0
cmTtaP3LeApvz61W94Lvhg,Hot Dogs & Brew,University of North Carolina - Chapel Hill,yes,Gastropubs,American,no,2,5,University of North Carolina - Chapel Hill,http://www.yelp.com/biz/hot-dogs-and-brew-chapel-hill,http://s3-media3.ak.yelpcdn.com/bphoto/jT_2Lp_32awSQXwyHrUTyg/ms.jpg,Chapel Hill,NC,35.91402054,-79.05358887,1
CmumtnKWl2ksWGWtE33Rww,Evil Wiener,University of Texas - Austin,yes,Food Stand,American,no,16,4,Downtown,http://www.yelp.com/biz/evil-wiener-austin-2,http://s3-media1.ak.yelpcdn.com/bphoto/Jp1VAs36D8ipCrZHibWh_Q/ms.jpg,Austin,TX,30.279481,-97.746504,0
cnAlFDuH07VBnNDqxEXHkA,Zono Sushi,California Institute of Technology,yes,Restaurant,Japanese,no,111,3,Pasadena,http://www.yelp.com/biz/zono-sushi-pasadena,http://s3-media3.ak.yelpcdn.com/bphoto/viZfnxs4rn9vmuzQvATmWg/ms.jpg,Pasadena,CA,34.1419805,-118.1323376,0
cnClD5EP9vLoHl4JT5u1YQ,Hungry's Chicago Style,Purdue University,yes,Delis,American,no,4,4.5,Purdue University,http://www.yelp.com/biz/hungrys-chicago-style-west-lafayette,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,West Lafayette,IN,40.4242659,-86.9299999,0
cnMZ-Y0qWS-vwDj3u7sCQQ,Green Cafe,Cornell University,no,Restaurant,American,no,10,3,Cornell University,http://www.yelp.com/biz/green-cafe-ithaca,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Ithaca,NY,42.440771,-76.4852268,0
cnNKs5mq3JhA-Rr_lbRoWw,Village Cheese House,Stanford University,yes,Delis,American,no,219,4,Stanford University,http://www.yelp.com/biz/village-cheese-house-palo-alto,http://s3-media3.ak.yelpcdn.com/bphoto/dYF49yFq6XNl3jBc6waS0w/ms.jpg,Palo Alto,CA,37.4381851,-122.1585488,1
cNq0UgS7biGPSx39cxWd-Q,The Coffee Bar,University of Maryland - College Park,yes,Cafes,Beverages,no,2,3,University of Maryland - College Park,http://www.yelp.com/biz/the-coffee-bar-college-park,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,College Park,MD,38.9881854,-76.9446812,0
cnSXX4gGaEGy75BElLiSDw,Bacchus,Rensselaer Polytechnic Institute,yes,Restaurant,Italian,no,27,3.5,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/bacchus-troy,http://s3-media1.ak.yelpcdn.com/bphoto/TcOkF7pqlawVaaP3WMmGgg/ms.jpg,Troy,NY,42.7304851,-73.6917378,1
CObgcxFJuEXZZpm4Mw3z1A,McDonald's Restaurant,University of Illinois - Urbana-Champaign,yes,Restaurant,American,no,4,2.5,University of Illinois - Urbana-Champaign,http://www.yelp.com/biz/mcdonalds-restaurant-champaign,http://s3-media1.ak.yelpcdn.com/bphoto/LLBOjiw3Eg11o_8sBj6RzA/ms.jpg,Champaign,IL,40.097436,-88.245378,0
cODc6up6Iwxa5ovhF2EJIg,Hat Creek,University of Texas - Austin,yes,Diners,American,no,2,3,University of Texas,http://www.yelp.com/biz/hat-creek-austin,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Austin,TX,30.2849749,-97.7310508,0
coxedt2VAsol_4ToYwUJ4w,Houston Hall,University of Pennsylvania,yes,Restaurant,American,no,7,2.5,University City,http://www.yelp.com/biz/houston-hall-philadelphia,http://s3-media1.ak.yelpcdn.com/bphoto/i6dNc9mkFE43sCorxcOBIA/ms.jpg,Philadelphia,PA,39.9504832,-75.1928298,0
CPg2C4ye0AtMrwJJVpdRig,Sahara Restaurant,University of Washington,no,Restaurant,American,no,4,4.5,University District,http://www.yelp.com/biz/sahara-restaurant-seattle,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Seattle,WA,47.664543,-122.3130794,1
CPkUO2F9VENCaLXf4zj5UA,Moxie's Ice Cream,Rensselaer Polytechnic Institute,yes,Patisserie,Dessert,no,17,4.5,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/moxies-ice-cream-wynantskill,http://s3-media4.ak.yelpcdn.com/bphoto/6OjiBA_Y2hrZpzRB8mYgtw/ms.jpg,Wynantskill,NY,42.706063,-73.6195209,1
Cq0RSod_3ADfYMSY8QelGw,Dollar Curry House,University of California at Berkeley,no,Restaurant,Indian,no,33,3.5,Downtown Berkeley,http://www.yelp.com/biz/dollar-curry-house-berkeley,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Berkeley,CA,37.8701853,-122.2658691,1
cq3Gl3lMjaCdH4xdZ4FSLw,Starbucks,Rice University,yes,Cafe,Beverages,no,10,3.5,Medical Center,http://www.yelp.com/biz/starbucks-houston-40,http://s3-media1.ak.yelpcdn.com/bphoto/LIFyaOqJAqPeuqi9NNUKeA/ms.jpg,Houston,TX,29.7096203,-95.4008839,0
Cqb7ACDJ4M3UHzYE-Kpg7w,Juicytart Yogurt,University of Texas - Austin,yes,Patisserie,Dessert,no,68,4,University of Texas,http://www.yelp.com/biz/juicytart-yogurt-austin,http://s3-media4.ak.yelpcdn.com/bphoto/dohtQNjxDhHyymVrBnQdrQ/ms.jpg,Austin,TX,30.2878624,-97.7426414,1
cqc7y_8KQgZopip-w3K6nQ,DP Dough,University of Massachusetts - Amherst,yes,Delis,American,no,19,3.5,University of Massachusetts - Amherst,http://www.yelp.com/biz/dp-dough-amherst,http://s3-media1.ak.yelpcdn.com/bphoto/ybq5mbTSCFXB5MCPL19V4Q/ms.jpg,Amherst,MA,42.339421,-72.515686,0
cQdTZ2qHPyhfFytBTtBsbA,Sam's Grill,University of Texas - Austin,yes,Restaurant,American,no,5,3.5,Downtown,http://www.yelp.com/biz/sams-grill-austin,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Austin,TX,30.278854,-97.74338,1
cQNRmAK2YZw08J39l_QOMw,Desert Moon Fresh Mexican Grille,Princeton University,no,Restaurant,Mexican,no,3,2,Princeton University,http://www.yelp.com/biz/desert-moon-fresh-mexican-grille-princeton,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Princeton,NJ,40.3023331,-74.681832,1
cqPrr2uDMLP9_cPbIiOSrA,Bagel Factory,Carnegie Mellon University,yes,Pattisserie,Bakeries,no,13,3,Shadyside,http://www.yelp.com/biz/bagel-factory-pittsburgh,http://s3-media4.ak.yelpcdn.com/bphoto/UuX0GG74J_-hhO5yJNpr6Q/ms.jpg,Pittsburgh,PA,40.456766,-79.930303,0
CqU7SXYRo9EbMwlxrSvErA,1947 Tavern,Carnegie Mellon University,yes,Restaurant,American,no,31,3,Shadyside,http://www.yelp.com/biz/1947-tavern-pittsburgh,http://s3-media2.ak.yelpcdn.com/bphoto/sgLVtXIDngNjzns-BzLhnQ/ms.jpg,Pittsburgh,PA,40.4556818,-79.9311441,1
CrdFtMqMa1pTS1GZ5lAwZQ,Waffle House,Georgia Institute of Technology,yes,Breakfast,American,no,26,3,Midtown,http://www.yelp.com/biz/waffle-house-atlanta-46,http://s3-media1.ak.yelpcdn.com/bphoto/ahOlmtLlD1H3o94T5sHWUw/ms.jpg,Atlanta,GA,33.7768372,-84.3894265,0
crmTNTib990VtFfvhnlSkw,Bella Napoli,Rensselaer Polytechnic Institute,yes,Patisserie,Bakeries,no,26,3.5,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/bella-napoli-latham,http://s3-media2.ak.yelpcdn.com/bphoto/V0CsW7bJf6OATL_mVBllzQ/ms.jpg,Latham,NY,42.737182,-73.762414,1
cRNCEb37UK7KJeG9kMgPzQ,Amer's Delicatessen,University of Michigan - Ann Arbor,yes,Delis,American,yes,59,3.5,Downtown Ann Arbor,http://www.yelp.com/biz/amers-delicatessen-ann-arbor,http://s3-media1.ak.yelpcdn.com/bphoto/bV5XVEADUmQlDDsk5ZxWIw/ms.jpg,Ann Arbor,MI,42.2789681,-83.7409449,0
crqWT6VmTS-WIq53qMKqOw,Milanese Caffe,University of California at Berkeley,no,Breakfast,Italian,no,106,3.5,Telegraph Ave,http://www.yelp.com/biz/milanese-caffe-berkeley,http://s3-media2.ak.yelpcdn.com/bphoto/l9vQA-p8Z-NxusyfdxCz5Q/ms.jpg,Berkeley,CA,37.8650346,-122.2588652,0
CRrj-Tpbj54NcruRVKYW7g,Don & Paul's Coffee Shoppe,Rensselaer Polytechnic Institute,yes,Breakfast,American,no,5,4,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/don-and-pauls-coffee-shoppe-waterford,http://s3-media2.ak.yelpcdn.com/bphoto/VutnrchIXeBjC-r5ULeFSw/ms.jpg,Waterford,NY,42.7902853,-73.6787426,1
cRXQBgMaOvVennr6QkILhQ,Fonzie's Peruvian Chicken,University of California at Berkeley,no,Restaurant,LatinAmerican,no,30,3.5,Telegraph Ave,http://www.yelp.com/biz/fonzies-peruvian-chicken-berkeley,http://s3-media4.ak.yelpcdn.com/bphoto/6a0POmw1-2OVpgXbSUgJmA/ms.jpg,Berkeley,CA,37.86834903,-122.2591209,0
cRyZA1k3nvqj_0s_kr7HGA,107 West Restaurant,Columbia University,yes,Restaurant,American,no,36,3.5,Manhattan Valley,http://www.yelp.com/biz/107-west-restaurant-new-york-2,http://s3-media2.ak.yelpcdn.com/bphoto/nkrzPDG443dDuk_xedKnjw/ms.jpg,New York,NY,40.8027013,-73.968078,1
Cs-UYUF3mpSavDD4FELfTw,The Coffee Snobs,Georgia Institute of Technology,yes,Delis,American,no,15,4,Georgia Tech,http://www.yelp.com/biz/the-coffee-snobs-atlanta,http://s3-media1.ak.yelpcdn.com/bphoto/wgeG1YBkB5-37K7NgB667A/ms.jpg,Atlanta,GA,33.7786012,-84.3983965,1
CS0IkhLaW6VzPDmn1Qxe4A,Metro Cafe,Brown University,yes,Cafes,American,no,2,5,DownCity,http://www.yelp.com/biz/metro-cafe-providence,http://s3-media1.ak.yelpcdn.com/bphoto/wlhIfrG5vMunUpbPwUfVlg/ms.jpg,Providence,RI,41.8238081,-71.4084325,0
csfSSJzEBL0wUfDI75prVQ,Bruegger's Bagels,University of Michigan - Ann Arbor,yes,Restaurant,American,no,14,3,Downtown Ann Arbor,http://www.yelp.com/biz/brueggers-bagels-ann-arbor,http://s3-media1.ak.yelpcdn.com/bphoto/VyL5sat46_TCCNUjUj7HQQ/ms.jpg,Ann Arbor,MI,42.2787098,-83.7402085,1
csS_UrBujOvjASbX3gLW7w,Bobby's Burger Palace,University of Pennsylvania,yes,Diners,American,no,366,3.5,University City,http://www.yelp.com/biz/bobbys-burger-palace-philadelphia,http://s3-media4.ak.yelpcdn.com/bphoto/zzCeXk64gUxn9leB4ulK1w/ms.jpg,Philadelphia,PA,39.9541371,-75.2019963,0
CtZdyDocKYqL95NHhNc5tg,Koffee Klatsch,California Polytechnic State University,no,Cafes,Beverages,no,2,4,California Polytechnic State University,http://www.yelp.com/biz/koffee-klatsch-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.2796988,-120.6633496,1
cu2FFg4Fo13ZCH4lswf9Cg,Rabi's Cafe,Harvey Mudd College,yes,Restaurant,American,no,19,4.5,Harvey Mudd College,http://www.yelp.com/biz/rabis-cafe-upland,http://s3-media4.ak.yelpcdn.com/bphoto/0hDyUbywrFur1k6LhKso8A/ms.jpg,Upland,CA,34.1055067,-117.6896277,0
cu5oiIleLVa5eXH6X27KMw,Wai Lee Chinese Restaurant,Columbia University,yes,Restaurant,Chinese,no,38,3.5,Manhattan Valley,http://www.yelp.com/biz/wai-lee-chinese-restaurant-new-york,http://s3-media4.ak.yelpcdn.com/bphoto/rDDFQeoNmi_M9I2gpTFSQQ/ms.jpg,New York,NY,40.8007695,-73.9657004,1
CUgWVhCyIVeuoP31RdaVFw,Pastagina,University of California - Los Angeles,no,Diners,Italian,no,22,2.5,Westwood,http://www.yelp.com/biz/pastagina-los-angeles-5,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Los Angeles,CA,34.0619598,-118.4441509,0
CUhwFEU13F6NC98VkwYElg,P.F. Chang's China Bistro,Brown University,yes,Restaurant,AsianFusion,no,60,3,Downtown,http://www.yelp.com/biz/p-f-changs-china-bistro-providence-3,http://s3-media3.ak.yelpcdn.com/bphoto/jvBWF_e26gg3R3rXJvmwFQ/ms.jpg,Providence,RI,41.828158,-71.415696,0
CuQFZg7I6WKGFCdkyYPq6A,The Rathskeller,University of North Carolina - Chapel Hill,no,Restaurant,American,no,8,3,University of North Carolina - Chapel Hill,http://www.yelp.com/biz/the-rathskeller-chapel-hill,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Chapel Hill,NC,35.9138006,-79.0541189,0
CUX2WCgXN8t1lvZddx_rgQ,Krispy Kreme,University of North Carolina - Chapel Hill,yes,Restaurant,American,no,8,3.5,University of North Carolina - Chapel Hill,http://www.yelp.com/biz/krispy-kreme-chapel-hill,http://s3-media3.ak.yelpcdn.com/bphoto/MWrXvfghrxZYfcPkNBz1xQ/ms.jpg,Chapel Hill,NC,35.9138006,-79.0541189,1
cv1AfDz53DzWftlHh-58pg,Poor Billy's Sushi Restaurant,Virginia Tech,yes,Restaurant,Japanese,no,2,1.5,Virginia Tech,http://www.yelp.com/biz/poor-billys-sushi-restaurant-blacksburg,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Blacksburg,VA,37.229726,-80.414834,0
cv6Rm3cYP6rvIPU1IfQINA,The Melting Pot,Georgia Institute of Technology,yes,Restaurant,French,no,61,3.5,Midtown,http://www.yelp.com/biz/the-melting-pot-atlanta,http://s3-media1.ak.yelpcdn.com/bphoto/0-HutVOl6YYfuZbN1phbhQ/ms.jpg,Atlanta,GA,33.7758419,-84.3845615,1
cvDsVQAPUd3-9MgzskbN8g,Hawaii BBQ Restaurant,University of Washington,yes,Restaurant,Hawaiian,no,178,4,University District,http://www.yelp.com/biz/hawaii-bbq-restaurant-seattle,http://s3-media2.ak.yelpcdn.com/bphoto/JuTkwBF5XXuUprw5ZUzNUw/ms.jpg,Seattle,WA,47.6654283,-122.3129011,1
cvER4PVKn_lYqlyWhP5rmg,Bella Pita,University of California - Los Angeles,yes,Delis,MiddleEastern,no,303,4,Westwood,http://www.yelp.com/biz/bella-pita-los-angeles,http://s3-media4.ak.yelpcdn.com/bphoto/Y8J51PbvO0d161fubnECaw/ms.jpg,Los Angeles,CA,34.0625782,-118.4482403,0
CVIXJlbQsikFI9XeElGe1g,Rendezvous In Central Square,Massachusetts Institute of Technology,yes,Restaurant,American,no,221,4,Central Square,http://www.yelp.com/biz/rendezvous-in-central-square-cambridge,http://s3-media1.ak.yelpcdn.com/bphoto/HqLbXmMBQG8JjWoB41fATA/ms.jpg,Cambridge,MA,42.363968,-71.1018689,1
cVIXO9rRiK8qf03YzXLimg,Popeyes Chicken & Biscuits,Rensselaer Polytechnic Institute,yes,Restaurant,Southern,no,6,3,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/popeyes-chicken-and-biscuits-troy,http://s3-media1.ak.yelpcdn.com/bphoto/Q_oo_ilatGYOf9yX6EGItg/ms.jpg,Troy,NY,42.7386197,-73.6726664,1
Cvj76Of5Mo9kI5f4UMim6A,Hot Dog Charlie's,Rensselaer Polytechnic Institute,yes,Diners,American,no,2,2,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/hot-dog-charlies-troy,http://s3-media4.ak.yelpcdn.com/bphoto/YoipqeuAIcXwUoMysQLt8Q/ms.jpg,Troy,NY,42.7768641,-73.6761126,0
cWC1aSv6ql0nBzHX_0a6MQ,UCLA Medical Center Cafeteria,University of California - Los Angeles,yes,Delis,American,no,12,3.5,Westwood,http://www.yelp.com/biz/ucla-medical-center-cafeteria-los-angeles,http://s3-media2.ak.yelpcdn.com/bphoto/1Dw87PObPCZ_KyHZ2o_qog/ms.jpg,Los Angeles,CA,34.0660655,-118.4419674,0
cwDLOu2G8ElhbCrVlOhu9A,Papa John's Pizza,University of Southern California,yes,Restaurant,Italian,no,8,2.5,South Los Angeles,http://www.yelp.com/biz/papa-johns-pizza-los-angeles-6,http://s3-media2.ak.yelpcdn.com/bphoto/fQreRR3JMvlTnw5703zQ-g/ms.jpg,Los Angeles,CA,34.0354073,-118.2839953,0
CWk6yFOoKJH5URub5XsHDg,East Dumpling House,Columbia University,yes,Restaurant,Chinese,no,78,3.5,Manhattan Valley,http://www.yelp.com/biz/east-dumpling-house-new-york,http://s3-media3.ak.yelpcdn.com/bphoto/7Oz08tesM3m07ptA1nYq7A/ms.jpg,New York,NY,40.800818,-73.96742,1
cWRCTl4CDyuafTpTq-ecOA,Vito's Pizzeria,University of Maryland - College Park,no,Restaurant,Italian,no,5,3.5,University of Maryland - College Park,http://www.yelp.com/biz/vitos-pizzeria-college-park,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,College Park,MD,38.979909,-76.937609,0
CwuNdisuchgoMQJmXslH-A,Hunan Chinese Restaurant,Princeton University,yes,Restaurant,Chinese,no,16,3.5,Princeton University,http://www.yelp.com/biz/hunan-chinese-restaurant-princeton,http://s3-media1.ak.yelpcdn.com/bphoto/k1D3bRFBlos21eHue2u5Bg/ms.jpg,Princeton,NJ,40.3539811,-74.6615238,1
cXBOQkBmYXl_YxnCTaaFNQ,Wing Zone,University of Maryland - College Park,no,Diners,American,no,4,4,University of Maryland - College Park,http://www.yelp.com/biz/wing-zone-college-park,http://s3-media2.ak.yelpcdn.com/bphoto/Bj5xvYP6rc5A4Su7YcHVpw/ms.jpg,College Park,MD,38.990908,-76.932757,0
CxOApc8E_VnFvwYDbaIoSw,Ithaca Bakery,Cornell University,yes,Delis,American,no,54,4,Cornell University,http://www.yelp.com/biz/ithaca-bakery-ithaca,http://s3-media2.ak.yelpcdn.com/bphoto/nvIpenvr1ikPIcm7pLm_oQ/ms.jpg,Ithaca,NY,42.4426201,-76.508666,0
CxQ1m2iY4wQpXC64tSfWgQ,Antico Pizza,Georgia Institute of Technology,yes,Restaurant,Italian,no,733,4.5,Georgia Tech,http://www.yelp.com/biz/antico-pizza-atlanta,http://s3-media3.ak.yelpcdn.com/bphoto/Y6nQekTSAsAp0CKFcTxVvA/ms.jpg,Atlanta,GA,33.784655,-84.405647,1
CXTqxjotiJOhoSoIEtBAxw,Wendy's Old Fashioned Hamburgers,Massachusetts Institute of Technology,no,Diners,American,no,38,2,Central Square,http://www.yelp.com/biz/wendys-old-fashioned-hamburgers-cambridge,http://s3-media1.ak.yelpcdn.com/bphoto/OA6V9kOsz6fI4E0VJrXTCA/ms.jpg,Cambridge,MA,42.3649409,-71.1031657,0
CYAkYUjKTycDER_l80qP0Q,Which Wich,University of Texas - Austin,yes,Delis,American,no,42,3.5,University of Texas,http://www.yelp.com/biz/which-wich-austin-2,http://s3-media2.ak.yelpcdn.com/bphoto/4fAiKbQbbmIJLelF7KuMOA/ms.jpg,Austin,TX,30.287379,-97.7417037,1
cYkquFFwWT4mQkQcq1MNxg,Border India Restaurant,Massachusetts Institute of Technology,no,Restaurant,Indian,no,4,2,Kendall Square/MIT,http://www.yelp.com/biz/border-india-restaurant-cambridge,http://s3-media2.ak.yelpcdn.com/bphoto/OTobfA6NG6sp6hRY4CdSvQ/ms.jpg,Cambridge,MA,42.3632166,-71.0968711,0
CyUfjTpoIgNghGlqfz9aEw,El Gallo Giro,University of Southern California,yes,Restaurant,Mexican,no,3,4,South East LA,http://www.yelp.com/biz/el-gallo-giro-los-angeles-2,http://s3-media1.ak.yelpcdn.com/bphoto/1uNp7G6zNhjdjJ1R_9XCmg/ms.jpg,Los Angeles,CA,34.015521,-118.26453,1
CYXdwQeDSv8vtiEjRfkcOA,Longhorn Po Boys,University of Texas - Austin,no,Restaurant,Mediterranean,no,60,3.5,University of Texas,http://www.yelp.com/biz/longhorn-po-boys-austin,http://s3-media1.ak.yelpcdn.com/bphoto/xF044qgj21otfsMTen5mbQ/ms.jpg,Austin,TX,30.288566,-97.728579,1
czAJCWuK1nCjjfbPYATg5Q,Country View Diner,Rensselaer Polytechnic Institute,yes,Diners,American,no,21,3,Rensselaer Polytechnic Institute,http://www.yelp.com/biz/country-view-diner-troy,http://s3-media1.ak.yelpcdn.com/bphoto/SV-eqUbwVg-4ahwa-wllLg/ms.jpg,Troy,NY,42.7517186,-73.629039,0
