business_id,name,schools,open,category,subcategory,is_vegetarian,review_count,stars,neighborhoods,url,photo_url,city,state,latitude,longitude
1gmQveOc1_9I-m24g73edg,Sbarro's Restaurant,Harvey Mudd College,yes,Restaurant,American,no,2,1,Harvey Mudd College,http://www.yelp.com/biz/sbarros-restaurant-montclair,http://s3-media4.ak.yelpcdn.com/bphoto/KQsfj-7NrsWAI2-Utvr7DQ/ms.jpg,Montclair,CA,34.0883658,-117.6950076
N_TMJbKGsISp9qZlga7GKw,1865 Restaurant,California Polytechnic State University,no,Steakhouses,American,no,8,1.5,California Polytechnic State University,http://www.yelp.com/biz/1865-restaurant-san-luis-obispo,http://s3-media3.ak.yelpcdn.com/bphoto/ksLQ3AsSZ7LJCc2TeYBLmA/ms.jpg,San Luis Obispo,CA,35.2893533,-120.650854
ckUul-Sm2wbHlAEJ9_RTPg,Coldstone Creamery,California Institute of Technology,yes,Patisserie,Dessert,no,7,1.5,Pasadena,http://www.yelp.com/biz/coldstone-creamery-pasadena,http://s3-media3.ak.yelpcdn.com/bphoto/YTDcn7e8T-F0suB24teMfA/ms.jpg,Pasadena,CA,34.1390627,-118.1323893
caMYd-Rhvrg4_K4BLIMUew,Kfc,Harvey Mudd College,yes,FastFood,American,no,4,1.5,Harvey Mudd College,http://www.yelp.com/biz/kfc-montclair,http://s3-media2.ak.yelpcdn.com/bphoto/3z8rPSiiL25lNM9BzqUY0g/ms.jpg,Montclair,CA,34.0941927,-117.6898242
dzh-SckBSRHi46Nw2dCLTQ,Little Caesar's Pizza,Harvey Mudd College,yes,Restaurant,Pizza,no,2,1.5,Harvey Mudd College,http://www.yelp.com/biz/little-caesars-pizza-claremont,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Claremont,CA,34.089329,-117.7192415
FfVprOqc7cZr68fZ1nKKpg,Mission Grill,California Polytechnic State University,no,Steakhouses,American,no,3,1.5,California Polytechnic State University,http://www.yelp.com/biz/mission-grill-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.280307,-120.663485
Rxcjy1BA7y9pAiNJft05jQ,Rincon Azteca Restaurant,Harvey Mudd College,yes,Restaurant,Mexican,no,2,1.5,Harvey Mudd College,http://www.yelp.com/biz/rincon-azteca-restaurant-claremont-2,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Claremont,CA,34.1216081,-117.7051113
FbZXGZDZ_MRaWf8cfrrqdQ,Subway Sandwiches,California Polytechnic State University,yes,FastFood,American,no,3,1.5,California Polytechnic State University,http://www.yelp.com/biz/subway-sandwiches-san-luis-obispo-2,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.2939789,-120.6716422
qfdOSe9rUw1uwYIEZZbDjQ,Yoshinoya Beef Bowl Restaurant,Harvey Mudd College,no,Restaurant,American,no,3,1.5,Harvey Mudd College,http://www.yelp.com/biz/yoshinoya-beef-bowl-restaurant-montclair,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Montclair,CA,34.0923612,-117.6982316
_fD2ef-iPSs1rF-o1j0rOg,2 Dogs Coffee Co & Internet Cafe,California Polytechnic State University,no,Cafes,Beverages,no,2,2,California Polytechnic State University,http://www.yelp.com/biz/2-dogs-coffee-co-and-internet-cafe-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.2819505,-120.6609805
hAd8eaZB7OFKlzCDzIVhxw,Captain KJ's,Harvey Mudd College,no,Restaurant,American,no,3,2,Harvey Mudd College,http://www.yelp.com/biz/captain-kjs-claremont,http://s3-media4.ak.yelpcdn.com/bphoto/wbbCSypJDAQ2DKeDMqT-9g/ms.jpg,Claremont,CA,34.107601,-117.731909
fp2H4dCbkZO52RrmFqzSVQ,Chandler Dining Hall,California Institute of Technology,yes,Restaurant,American,no,3,2,California Institute of Technology,http://www.yelp.com/biz/chandler-dining-hall-pasadena,http://s3-media4.ak.yelpcdn.com/bphoto/1hvnAN1Six72ubcsLQDaKg/ms.jpg,Pasadena,CA,34.133869,-118.127486
1hM_vlga6RPLLKH1dCYnww,Cold Stone Creamery,California Institute of Technology,yes,Patisserie,Dessert,no,29,2,Pasadena,http://www.yelp.com/biz/cold-stone-creamery-pasadena,http://s3-media2.ak.yelpcdn.com/bphoto/VguM5W7aGuAO_de78fHx0A/ms.jpg,Pasadena,CA,34.1385277,-118.1325442
bEErV6CxZ-E4ysLV1Gvw2Q,El Pollo Loco,California Institute of Technology,yes,FastFood,Mexican,no,12,2,Pasadena,http://www.yelp.com/biz/el-pollo-loco-pasadena,http://s3-media2.ak.yelpcdn.com/bphoto/Ex_aRXxJ0QeusirKIw9UOw/ms.jpg,Pasadena,CA,34.1459737,-118.1203355
49ElYBHFnfNJNJLKbonn3g,Fresh Choice Restaurant,California Polytechnic State University,no,Restaurant,American,no,2,2,California Polytechnic State University,http://www.yelp.com/biz/fresh-choice-restaurant-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.2794954,-120.6617713
jNzF59Bv8ViHzTVuIMD6MQ,J Wok,California Institute of Technology,yes,Restaurant,Chinese,no,4,2,Pasadena,http://www.yelp.com/biz/j-wok-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1459732,-118.1204
OQs2oyp7ATiCtvBh8RfkDw,Mako Bowl,California Institute of Technology,no,FastFood,Japanese,no,9,2,Pasadena,http://www.yelp.com/biz/mako-bowl-pasadena-3,http://s3-media3.ak.yelpcdn.com/bphoto/Q3TAwYur5seZ1idEeaCOUg/ms.jpg,Pasadena,CA,34.146274,-118.118542
SO9XN2c-UKwzTQsQwtP8GQ,McDonald's,California Institute of Technology,yes,FastFood,American,no,22,2,Pasadena,http://www.yelp.com/biz/mcdonalds-pasadena-2,http://s3-media2.ak.yelpcdn.com/bphoto/kDieFfjfaVvIv54_J3vttA/ms.jpg,Pasadena,CA,34.145747,-118.1230937
9tACFKALGkwU1dNWcPap1w,Red Brick Pizza,California Institute of Technology,no,Restaurant,Pizza,no,6,2,Pasadena,http://www.yelp.com/biz/red-brick-pizza-pasadena-2,http://s3-media2.ak.yelpcdn.com/bphoto/gMazkqpTr-l1wFhgTT8FMg/ms.jpg,Pasadena,CA,34.139945,-118.133061
hs9gkEnaMq9L3tgYwwuTOA,Rose Cottage Tea Room,California Institute of Technology,yes,Cafes,Beverages,no,2,2,Pasadena,http://www.yelp.com/biz/rose-cottage-tea-room-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1358816,-118.1330383
c1u4Hy_hk_m7lSLUvDugdA,Tengu Sushi,Stanford University,no,Restaurant,Japanese,no,2,2,Stanford University,http://www.yelp.com/biz/tengu-sushi-palo-alto,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Palo Alto,CA,37.4371156,-122.1734615
L6dK5EaG_zMkjOwkMi4S5Q,The Danson Restaurant,Harvey Mudd College,yes,Restaurant,Mexican,no,13,2,Harvey Mudd College,http://www.yelp.com/biz/the-danson-restaurant-claremont,http://s3-media1.ak.yelpcdn.com/bphoto/SjSHury5u5PN-sbdMZa99g/ms.jpg,Claremont,CA,34.0947507,-117.7179181
i5N1IWRgJfwsTXiJYVT9BQ,The Orchard Restaurant,Harvey Mudd College,yes,Restaurant,American,no,2,2,Harvey Mudd College,http://www.yelp.com/biz/the-orchard-restaurant-claremont,http://s3-media2.ak.yelpcdn.com/bphoto/3wtHRILn3fsq-gfgzbEWiw/ms.jpg,Claremont,CA,34.107776,-117.723797
lKsqazcNjIx_cOfp8MF7Pg,Alumni Cafe,Stanford University,yes,Cafes,Beverages,no,10,2.5,Stanford University,http://www.yelp.com/biz/alumni-cafe-stanford,http://s3-media1.ak.yelpcdn.com/bphoto/FAjG5HU8CN9o4UF4cOdGzw/ms.jpg,Stanford,CA,37.430663,-122.1649
SzPvCEYOOLdpcmwKRdDbeA,Alway Cafe,Stanford University,yes,Cafes,Beverages,no,6,2.5,Stanford University,http://www.yelp.com/biz/alway-cafe-stanford,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Stanford,CA,37.4342205,-122.1792382
MN6XdUPlkKjhIY87fdBjPw,Boiling Pot,California Institute of Technology,no,Restaurant,Japanese,no,54,2.5,Pasadena,http://www.yelp.com/biz/boiling-pot-pasadena,http://s3-media3.ak.yelpcdn.com/bphoto/rKcGkacY3LViGqyWVboxYQ/ms.jpg,Pasadena,CA,34.139926,-118.133108
3vP-VDYjLyjI4Lyzck6ltA,Branner Dining Hall,Stanford University,yes,Restaurant,American,no,2,2.5,Stanford University,http://www.yelp.com/biz/branner-dining-hall-stanford,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Stanford,CA,37.4245907,-122.1621267
5rTrfWtd1Isl0v8OK_iiCw,Burger Continental,California Institute of Technology,yes,Restaurant,Mediterranean,no,246,2.5,Pasadena,http://www.yelp.com/biz/burger-continental-pasadena,http://s3-media2.ak.yelpcdn.com/bphoto/6y1qKxXc5Ump0N-BcN8y-g/ms.jpg,Pasadena,CA,34.136567,-118.13271
2JA3FHI4khZKMvQ6cyphnw,Chez Ruddock,California Institute of Technology,yes,Restaurant,Brazilian,no,3,2.5,Pasadena,http://www.yelp.com/biz/chez-ruddock-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1378142,-118.1226977
BgmB-pf10Y2earHyxL37PQ,China Star,Harvey Mudd College,no,Restaurant,Chinese,no,4,2.5,Harvey Mudd College,http://www.yelp.com/biz/china-star-claremont,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Claremont,CA,34.107601,-117.731909
Kh0FOgeO24VaDHRCCQx11g,China Town Express,California Institute of Technology,yes,FastFood,Chinese,no,6,2.5,Pasadena,http://www.yelp.com/biz/china-town-express-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1457411,-118.1302377
TlWgTjZ0veQGwba3FMmEfQ,Chinatown Express,California Institute of Technology,yes,Restaurant,Chinese,no,5,2.5,Pasadena,http://www.yelp.com/biz/chinatown-express-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1457411,-118.1302377
3iS1I2RfO3bLsnnA17e7PA,Chow,California Polytechnic State University,no,Restaurant,AsianFusion,no,20,2.5,California Polytechnic State University,http://www.yelp.com/biz/chow-san-luis-obispo,http://s3-media4.ak.yelpcdn.com/bphoto/RWRK2m-nxanzWjeh7bsA4w/ms.jpg,San Luis Obispo,CA,35.281685,-120.660649
b7gwdXQ4qNbHa5dMaty-7w,Cielo Cantina,California Polytechnic State University,no,Restaurant,Mexican,no,37,2.5,California Polytechnic State University,http://www.yelp.com/biz/cielo-cantina-san-luis-obispo,http://s3-media3.ak.yelpcdn.com/bphoto/1NYuU9NeD3CljV7jT2DlNA/ms.jpg,San Luis Obispo,CA,35.280307,-120.663485
TgWlYYP6G1Lm1Hyv8RRiKw,Einstein Bros Bagels,California Institute of Technology,yes,Restaurant,American,no,26,2.5,Pasadena,http://www.yelp.com/biz/einstein-bros-bagels-pasadena,http://s3-media2.ak.yelpcdn.com/bphoto/WAOzpGJSlRep9pN2kQJW4g/ms.jpg,Pasadena,CA,34.1355207,-118.1325258
Pb0vN4yPgwXn2TOS1ptjjg,Harvard Square Cafe,Harvey Mudd College,no,Restaurant,American,no,65,2.5,Harvey Mudd College,http://www.yelp.com/biz/harvard-square-cafe-claremont,http://s3-media1.ak.yelpcdn.com/bphoto/h3ZczxwrxSwgYLWops85PA/ms.jpg,Claremont,CA,34.0964809,-117.7167425
np5Vx6HaNq1bizvz3zjpiw,HomeTown Buffet,Harvey Mudd College,yes,Restaurant,American,no,14,2.5,Harvey Mudd College,http://www.yelp.com/biz/hometown-buffet-montclair,http://s3-media1.ak.yelpcdn.com/bphoto/utaVJ7Ff9ExgdCwAA01UKQ/ms.jpg,Montclair,CA,34.0923111,-117.6905298
PzmZp23d8ia2XXQfQIzmYQ,Jack In the Box,California Polytechnic State University,yes,FastFood,American,no,11,2.5,California Polytechnic State University,http://www.yelp.com/biz/jack-in-the-box-san-luis-obispo,http://s3-media4.ak.yelpcdn.com/bphoto/XjIsH_jE1uloQAQAn99xSw/ms.jpg,San Luis Obispo,CA,35.287916,-120.664057
uDCNTlQt_TNzwsx3uOUf-Q,Just Sushi,California Polytechnic State University,no,Restaurant,Japanese,no,4,2.5,California Polytechnic State University,http://www.yelp.com/biz/just-sushi-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,San Luis Obispo,CA,35.2801517,-120.6626153
tJcGrLXB0zViCoEiYgcs1w,Lulu's,Stanford University,yes,Restaurant,Mexican,no,132,2.5,Stanford University,http://www.yelp.com/biz/lulus-palo-alto-2,http://s3-media4.ak.yelpcdn.com/bphoto/QWLNf2Ix8Se1U4HEc5O10A/ms.jpg,Palo Alto,CA,37.4382353,-122.1585402
usSxrJO3XgB5RD9AOb8L3w,MacArthur Park,Stanford University,yes,Restaurant,American,no,197,2.5,Stanford University,http://www.yelp.com/biz/macarthur-park-palo-alto,http://s3-media2.ak.yelpcdn.com/bphoto/3qxm8USM-YGySFQsw2QZoA/ms.jpg,Palo Alto,CA,37.442811,-122.165447
vftqoXkggSzVxwoRU3kgqg,Pepe Delgado's Mexican Restaurant,California Polytechnic State University,yes,Restaurant,Mexican,no,57,2.5,California Polytechnic State University,http://www.yelp.com/biz/pepe-delgados-mexican-restaurant-san-luis-obispo,http://s3-media4.ak.yelpcdn.com/bphoto/XaZc8Bwzg4ktvSfzbZzNPg/ms.jpg,San Luis Obispo,CA,35.2868091,-120.6534384
6xeljqP0tOzFuLK1aQJt0A,Pizza Man,California Institute of Technology,yes,Restaurant,Pizza,no,18,2.5,Pasadena,http://www.yelp.com/biz/pizza-man-pasadena,http://s3-media4.ak.yelpcdn.com/bphoto/bJFfCxpIOdtGXqq-pfnTuQ/ms.jpg,Pasadena,CA,34.1459516,-118.1233702
iF_De2ALBUg8D_7HY8_MMg,Pumpernickel Delicatessen,California Institute of Technology,yes,Delis,American,no,16,2.5,Pasadena,http://www.yelp.com/biz/pumpernickel-delicatessen-pasadena,http://s3-media4.ak.yelpcdn.com/bphoto/6L9c8cPDf937IAhFbzj7-g/ms.jpg,Pasadena,CA,34.1440055,-118.1325236
qJhQyrSVh_yMOqV8CPG0jQ,Red Brick Pizza,California Institute of Technology,no,Restaurant,Pizza,no,19,2.5,Pasadena,http://www.yelp.com/biz/red-brick-pizza-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.139945,-118.133061
SiBhiwJdO6ivfnMIDzOT9Q,Stanford Grill,Stanford University,yes,Restaurant,American,no,11,2.5,Stanford University,http://www.yelp.com/biz/stanford-grill-stanford,http://s3-media1.ak.yelpcdn.com/bphoto/u5hdQpr3KjlcoKgkgcicuQ/ms.jpg,Stanford,CA,37.4218443,-122.1825365
TnNM0hvm0E5Uf9pnbwjt1w,Stanford Law School Cafe,Stanford University,yes,Delis,American,no,9,2.5,Stanford University,http://www.yelp.com/biz/stanford-law-school-cafe-stanford,http://s3-media3.ak.yelpcdn.com/bphoto/2dXZpiuO2JSAm5ufThMvHA/ms.jpg,Stanford,CA,37.4242821,-122.1681772
ewD442QOD_pgXjbsmQelXg,Starbucks,California Institute of Technology,yes,Cafes,Beverages,no,9,2.5,Pasadena,http://www.yelp.com/biz/starbucks-pasadena-21,http://s3-media3.ak.yelpcdn.com/bphoto/JKhCLYARHRYPa-qw5fN8KQ/ms.jpg,Pasadena,CA,34.1442656,-118.1322374
hpvJapB-wXY8XSYA2Gy6BQ,Starbucks,Stanford University,yes,Cafes,Beverages,no,30,2.5,Stanford University,http://www.yelp.com/biz/starbucks-palo-alto-2,http://s3-media4.ak.yelpcdn.com/bphoto/ZBn-BdaPEViCn6DnSZuM8Q/ms.jpg,Palo Alto,CA,37.44374832,-122.1716746
TYZh2VnS9P6eJaHmUuRJQA,Subway,Stanford University,yes,FastFood,American,no,17,2.5,Stanford University,http://www.yelp.com/biz/subway-stanford,http://s3-media4.ak.yelpcdn.com/bphoto/JjmEVZmuN6zU2psHxe5Uiw/ms.jpg,Stanford,CA,37.4284118,-122.169597
qRUGvX8ZM4lyG448w0vbtw,Takeshi,California Institute of Technology,no,Diners,Chinese,no,3,2.5,Pasadena,http://www.yelp.com/biz/takeshi-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1459732,-118.1204
RAGDXIlFmml27BJ-UHgHnw,Tazza Bianca,California Institute of Technology,yes,Cafes,Beverages,no,9,2.5,Pasadena,http://www.yelp.com/biz/tazza-bianca-pasadena,http://s3-media1.ak.yelpcdn.com/bphoto/vziPwfg34JREkk5eAIISHQ/ms.jpg,Pasadena,CA,34.1432255,-118.132273
vNxTvFz2cKLmoHVIfSzj0w,The Axe and Palm,Stanford University,yes,Delis,American,no,49,2.5,Stanford University,http://www.yelp.com/biz/the-axe-and-palm-stanford,http://s3-media2.ak.yelpcdn.com/bphoto/E8u4rw6YihY0DwpOdWlkJw/ms.jpg,Stanford,CA,37.42537175,-122.1705437
f_y0wlUALp8O95b3sKk7mQ,Union Square - Stanford Dining,Stanford University,yes,Delis,American,no,6,2.5,Stanford University,http://www.yelp.com/biz/union-square-stanford-dining-stanford,http://s3-media3.ak.yelpcdn.com/bphoto/aIFc0N-3yno3XU69xlI20A/ms.jpg,Stanford,CA,37.424096,-122.170656
DQzcWaGG1D4oXs565omAMA,Vallarta's Mexican Food & Cantina,California Polytechnic State University,yes,Restaurant,Mexican,no,28,2.5,California Polytechnic State University,http://www.yelp.com/biz/vallartas-mexican-food-and-cantina-san-luis-obispo,http://s3-media3.ak.yelpcdn.com/bphoto/7qjcguP1URiVpRlpOSqOow/ms.jpg,San Luis Obispo,CA,35.2884667,-120.6518076
0z4uqfpV1G9nH1O9QPOXKw,Wheatberry Bakery,California Institute of Technology,no,Patisserie,Bakeries,no,52,2.5,Pasadena,http://www.yelp.com/biz/wheatberry-bakery-pasadena,http://s3-media1.ak.yelpcdn.com/bphoto/0yqO5_Ejtio3ODf8ycNNwQ/ms.jpg,Pasadena,CA,34.1429759,-118.1325153
rUjVVHTHztQU2_tblQN5SA,Wilbur Dining,Stanford University,yes,Restaurant,American,no,6,2.5,Stanford University,http://www.yelp.com/biz/wilbur-dining-stanford,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Stanford,CA,37.4243152,-122.1631193
Yom5MNVo6WANnsc9C-4MJQ,Yoshinoya Beef Bowl Restaurant,California Institute of Technology,yes,FastFood,Japanese,no,31,2.5,Pasadena,http://www.yelp.com/biz/yoshinoya-beef-bowl-restaurant-pasadena,http://s3-media2.ak.yelpcdn.com/bphoto/MX14aaOqLet00IrSm2IjOQ/ms.jpg,Pasadena,CA,34.1460707,-118.1204226
G9ikQvepVd9Etucc65lc0Q,21 Choices Frozen Yogurt,Harvey Mudd College,no,Patisserie,Dessert,no,11,3,Harvey Mudd College,http://www.yelp.com/biz/21-choices-frozen-yogurt-claremont,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Claremont,CA,34.0903463,-117.7192359
4DS6HwVA3d89wAGkkm5csA,Ali Baba,Harvey Mudd College,no,Restaurant,Mediterranean,no,25,3,Harvey Mudd College,http://www.yelp.com/biz/ali-baba-claremont,http://s3-media1.ak.yelpcdn.com/bphoto/eVaooj_KyaCeY_6RYeOlLg/ms.jpg,Claremont,CA,34.1068255,-117.733095
IjxWgyfhkeNSlihnVL0jcA,Applebee's Neighborhood Grill & Bar,Harvey Mudd College,yes,Restaurant,American,no,15,3,Harvey Mudd College,http://www.yelp.com/biz/applebees-neighborhood-grill-and-bar-montclair,http://s3-media1.ak.yelpcdn.com/bphoto/1x2svl8R_KWeGxe6Yc7-9Q/ms.jpg,Montclair,CA,34.086337,-117.697884
dTn4zWESE49YRd5Mox9MCg,Arbuckle Caf�,Stanford University,yes,Restaurant,American,no,23,3,Stanford University,http://www.yelp.com/biz/arbuckle-cafe-stanford,http://s3-media2.ak.yelpcdn.com/bphoto/qnYNGIYgzdKfZIagTJ59fw/ms.jpg,Stanford,CA,37.4281395,-122.1614915
wkQBZsAvrlzheRtunKXfEQ,Baja Fresh,California Institute of Technology,yes,Diners,Mexican,no,9,3,Pasadena,http://www.yelp.com/biz/baja-fresh-pasadena,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Pasadena,CA,34.1408333,-118.1317422
nL50Y3Cw1TxdqYWJUe-I7A,Blue Fin Sushi & Teriyaki,Harvey Mudd College,yes,Restaurant,Japanese,no,47,3,Harvey Mudd College,http://www.yelp.com/biz/blue-fin-sushi-and-teriyaki-claremont,http://s3-media2.ak.yelpcdn.com/bphoto/7o195KilJN5R6moMI_PFMw/ms.jpg,Claremont,CA,34.107552,-117.704011
_GTu9MAHtHMkpIUbGSMsdg,Bob's Big Boy Restaurant,California Institute of Technology,no,Restaurant,American,no,73,3,Pasadena,http://www.yelp.com/biz/bobs-big-boy-restaurant-pasadena,http://s3-media4.ak.yelpcdn.com/bphoto/miUKal_6P1GgjtJ97HHt9g/ms.jpg,Pasadena,CA,34.1408505,-118.1317484
FhXaj4xb7b8B-QaHy2wvFA,Burger Bar,Harvey Mudd College,no,Diners,American,no,30,3,Harvey Mudd College,http://www.yelp.com/biz/burger-bar-claremont,http://s3-media4.ak.yelpcdn.com/bphoto/WwgOefrxpselGgWng6Ywww/ms.jpg,Claremont,CA,34.107165,-117.7206605
jNumpugSUbF_XraDG2eQNA,California Cafe,Stanford University,yes,Restaurant,Seafood,no,208,3,Stanford University,http://www.yelp.com/biz/california-cafe-palo-alto,http://s3-media4.ak.yelpcdn.com/bphoto/_cOvceX_2lufQMKqbZyn8w/ms.jpg,Palo Alto,CA,37.4371156,-122.1734615
vuBKmVXxOTPQDcnC4-Qq6w,California Pizza Kitchen,California Polytechnic State University,yes,Restaurant,Pizza,no,47,3,California Polytechnic State University,http://www.yelp.com/biz/california-pizza-kitchen-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/bphoto/PzE-fgFKenLYAq6H8xeqGA/ms.jpg,San Luis Obispo,CA,35.2794954,-120.6617713
Geh5WtRKHcX8OymVr9dHMw,Carl's Jr,California Polytechnic State University,yes,FastFood,American,no,4,3,California Polytechnic State University,http://www.yelp.com/biz/carls-jr-san-luis-obispo,http://s3-media1.ak.yelpcdn.com/bphoto/sRKKPlU0XmB28VDegScs5w/ms.jpg,San Luis Obispo,CA,35.2955138,-120.6694314
GqC3KtAwUAH7gsjp8El-Zw,Carl's Jr Restaurant 137,Harvey Mudd College,yes,FastFood,American,no,5,3,Harvey Mudd College,http://www.yelp.com/biz/carls-jr-restaurant-137-montclair,http://s3-media2.ak.yelpcdn.com/bphoto/900RRHKlgTtOqAK_Q8rV1Q/ms.jpg,Montclair,CA,34.0914382,-117.689841
7j4dCdD1uNnTtP4Gl55acw,Carl's Jr.,California Institute of Technology,yes,FastFood,American,no,18,3,Pasadena,http://www.yelp.com/biz/carls-jr-pasadena-2,http://s3-media4.ak.yelpcdn.com/bphoto/dYk3RnkfhE0lnApqnUO1FQ/ms.jpg,Pasadena,CA,34.146275,-118.120167
vHfkAa7sI2AjarE3AzY8fw,Casa Blancas,Harvey Mudd College,yes,Restaurant,Mexican,no,3,3,Harvey Mudd College,http://www.yelp.com/biz/casa-blancas-claremont,http://s3-media2.ak.yelpcdn.com/bphoto/_XYsWFwZ9JSC_kRJyhc-Mw/ms.jpg,Claremont,CA,34.090656,-117.7193083
59z1PjiYi5yWrMmn2fKavA,Casa De Salsa,Harvey Mudd College,yes,Restaurant,Mexican,no,55,3,Harvey Mudd College,http://www.yelp.com/biz/casa-de-salsa-claremont,http://s3-media3.ak.yelpcdn.com/bphoto/L5E4rhWl7AZbEFPnrwB-Gw/ms.jpg,Claremont,CA,34.1071701,-117.7205306
GI6-M1x1SW1MTXGC5fPbnQ,Casa Moreno,Harvey Mudd College,yes,Restaurant,Mexican,no,79,3,Harvey Mudd College,http://www.yelp.com/biz/casa-moreno-claremont,http://s3-media3.ak.yelpcdn.com/bphoto/EjPBHxcrIW3GM2oA7w2_gQ/ms.jpg,Claremont,CA,34.0949879,-117.7195297
C79XUXMJntLlaFJ6SGDfCw,Chilie Peppers,California Polytechnic State University,yes,Restaurant,Mexican,no,30,3,California Polytechnic State University,http://www.yelp.com/biz/chilie-peppers-san-luis-obispo-3,http://s3-media3.ak.yelpcdn.com/bphoto/vswQ9NWtykJkxkk9CrpNwQ/ms.jpg,San Luis Obispo,CA,35.2941071,-120.6716446
DHrLPCrYeN0ITEsutR0VqA,Chronic Cantina,Harvey Mudd College,no,Restaurant,Mexican,no,8,3,Harvey Mudd College,http://www.yelp.com/biz/chronic-cantina-upland,http://s3-media2.ak.yelpcdn.com/bphoto/fw8FWRwbIjrdlUllJ0fZ9w/ms.jpg,Upland,CA,34.0967715,-117.6895522
sK5bPI-QDa1EYwVpBBBxfA,Ciao!,Stanford University,yes,Restaurant,Italian,no,3,3,Stanford University,http://www.yelp.com/biz/ciao-stanford,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Stanford,CA,37.4263738,-122.1708354
gDZy8P0mkWOIvcos7oAWBA,CK Cafe,Harvey Mudd College,yes,Cafes,Beverages,no,46,3,Harvey Mudd College,http://www.yelp.com/biz/ck-cafe-claremont,http://s3-media1.ak.yelpcdn.com/bphoto/06tKS30QPhmsOZiI9WP20w/ms.jpg,Claremont,CA,34.0948372,-117.7179003
pIHP8Jy01cPA0TpRiDJeTA,Cold Stone Creamery,Stanford University,yes,Patisserie,Dessert,no,34,3,Stanford University,http://www.yelp.com/biz/cold-stone-creamery-palo-alto,http://s3-media3.ak.yelpcdn.com/bphoto/IsegzJ72grT46_ftSunzBw/ms.jpg,Palo Alto,CA,37.438364,-122.161038
k3QGiTcSDp0D_4ZrpBVDpg,Darvish Restaurant,Harvey Mudd College,yes,Restaurant,MiddleEastern,no,27,3,Harvey Mudd College,http://www.yelp.com/biz/darvish-restaurant-claremont-2,http://s3-media2.ak.yelpcdn.com/bphoto/4pnT-qvlRLNl4b602BAliQ/ms.jpg,Claremont,CA,34.1069742,-117.7331484
oXuh5zUc7CxHfcDdEoVrZw,Del Taco,Harvey Mudd College,yes,FastFood,Mexican,no,3,3,Harvey Mudd College,http://www.yelp.com/biz/del-taco-upland-3,http://s3-media1.ak.yelpcdn.com/assets/2/www/img/924a6444ca6c/gfx/blank_biz_medium.gif,Upland,CA,34.0946994,-117.6897336
